salary,degree
94984.3536,Bachelor's
77833.55617,Bachelor's
62636.30398,Bachelor's
84428.55255,Bachelor's
92445.61791,Bachelor's
68531.26465,Bachelor's
67482.16958,Bachelor's
75789.84273,Bachelor's
57392.28673,Bachelor's
53790.32033,Bachelor's
47551.97159,Bachelor's
44280.66945,Bachelor's
67750.06834,Bachelor's
66826.05228,Bachelor's
85369.64996,Bachelor's
78547.00031,Bachelor's
86840.805,Bachelor's
58233.73073,Bachelor's
83029.27778,Bachelor's
54951.06695,Bachelor's
59825.08528,Bachelor's
95832.94945,Bachelor's
57283.53599,Bachelor's
47229.19448,Bachelor's
56789.52329,Bachelor's
49641.25597,Bachelor's
89717.2234,Bachelor's
74554.64886,Bachelor's
64123.42617,Bachelor's
71634.1995,Bachelor's
31117.57217,Bachelor's
72653.42332,Bachelor's
89755.53033,Bachelor's
81650.87889,Bachelor's
63783.73121,Bachelor's
74195.16631,Bachelor's
78822.66712,Bachelor's
74094.74199,Bachelor's
45616.70206,Bachelor's
45912.42157,Bachelor's
63788.47991,Bachelor's
60182.60235,Bachelor's
63375.85048,Bachelor's
78787.83968,Bachelor's
79623.68728,Bachelor's
58116.37376,Bachelor's
50064.53179,Bachelor's
53403.33305,Bachelor's
69588.06787,Bachelor's
59276.12426,Bachelor's
42227.05352,Bachelor's
94556.39628,Bachelor's
80452.13777,Bachelor's
74298.27198,Bachelor's
40028.0902,Bachelor's
84092.37281,Bachelor's
52638.93977,Bachelor's
51284.95848,Bachelor's
74127.50288,Bachelor's
38162.15286,Bachelor's
51330.29833,Bachelor's
93699.40618,Bachelor's
43278.50087,Bachelor's
70655.75302,Bachelor's
59439.62807,Bachelor's
78105.56938,Bachelor's
87521.62176,Bachelor's
53530.96704,Bachelor's
49337.161,Bachelor's
74288.53447,Bachelor's
63665.00551,Bachelor's
66092.47982,Bachelor's
54513.29998,Bachelor's
62712.69715,Bachelor's
66725.55438,Bachelor's
71657.26551,Bachelor's
59135.42037,Bachelor's
41446.32281,Bachelor's
55774.20772,Bachelor's
60406.93731,Bachelor's
36869.67647,Bachelor's
66089.37392,Bachelor's
68720.70417,Bachelor's
63528.17686,Bachelor's
68122.32233,Bachelor's
65263.6711,Bachelor's
49567.48271,Bachelor's
80741.60552,Bachelor's
71229.86434,Bachelor's
72750.8227,Bachelor's
69618.24288,Bachelor's
43886.10021,Bachelor's
57253.26351,Bachelor's
35351.81259,Bachelor's
61522.1481,Bachelor's
58515.0227,Bachelor's
37012.64771,Bachelor's
59170.33921,Bachelor's
40617.70222,Bachelor's
40069.75534,Bachelor's
54855.33648,Bachelor's
78065.63725,Bachelor's
50818.00228,Bachelor's
73569.15337,Bachelor's
68799.14066,Bachelor's
81784.65208,Bachelor's
71529.95157,Bachelor's
73871.25602,Bachelor's
27189.62778,Bachelor's
64402.89717,Bachelor's
91270.1446,Bachelor's
84578.789,Bachelor's
77446.02373,Bachelor's
91068.01223,Bachelor's
63374.50325,Bachelor's
53087.00218,Bachelor's
80750.54775,Bachelor's
81168.48099,Bachelor's
54085.88074,Bachelor's
58494.54358,Bachelor's
76638.74317,Bachelor's
63306.71244,Bachelor's
63856.363,Bachelor's
84993.03899,Bachelor's
46789.38774,Bachelor's
80367.27391,Bachelor's
55979.87505,Bachelor's
70756.79679,Bachelor's
66787.60641,Bachelor's
69235.47855,Bachelor's
73221.08252,Bachelor's
85434.57107,Bachelor's
46469.91496,Bachelor's
62247.30001,Bachelor's
66071.27007,Bachelor's
51402.3515,Bachelor's
58647.21441,Bachelor's
48225.17777,Bachelor's
57884.19488,Bachelor's
35171.53488,Bachelor's
63567.12684,Bachelor's
70092.57522,Bachelor's
46734.40874,Bachelor's
69808.59582,Bachelor's
55345.02773,Bachelor's
62320.7793,Bachelor's
68703.66462,Bachelor's
62296.44187,Bachelor's
74192.53702,Bachelor's
76219.81368,Bachelor's
61034.88916,Bachelor's
65391.06259,Bachelor's
60466.58336,Bachelor's
95894.95123,Bachelor's
47034.44236,Bachelor's
48441.12636,Bachelor's
64004.04561,Bachelor's
75141.19939,Bachelor's
87574.19623,Bachelor's
37671.88852,Bachelor's
92019.38493,Bachelor's
47231.38735,Bachelor's
62120.25075,Bachelor's
57814.93971,Bachelor's
83735.4158,Bachelor's
54642.84949,Bachelor's
62454.10364,Bachelor's
51221.82806,Bachelor's
63387.69817,Bachelor's
68973.19787,Bachelor's
79701.075,Bachelor's
60120.92136,Bachelor's
51111.20835,Bachelor's
68273.11723,Bachelor's
73708.26028,Bachelor's
50050.82573,Bachelor's
68835.91581,Bachelor's
70707.6502,Bachelor's
20984.56897,Bachelor's
53703.51466,Bachelor's
56570.19317,Bachelor's
84489.30206,Bachelor's
65555.01648,Bachelor's
96181.62906,Bachelor's
75133.80658,Bachelor's
67463.34316,Bachelor's
41268.30776,Bachelor's
38023.33025,Bachelor's
65609.14392,Bachelor's
52710.25872,Bachelor's
38708.33146,Bachelor's
78840.35152,Bachelor's
57580.48002,Bachelor's
77428.79813,Bachelor's
81600.1807,Bachelor's
86683.97587,Bachelor's
44009.67452,Bachelor's
39031.04603,Bachelor's
70322.53947,Bachelor's
87690.78413,Bachelor's
65577.70272,Bachelor's
66064.4634,Bachelor's
46373.35675,Bachelor's
35077.08134,Bachelor's
72898.00491,Bachelor's
61875.77611,Bachelor's
73483.85631,Bachelor's
92015.68092,Bachelor's
67741.68328,Bachelor's
83680.92087,Bachelor's
49221.43762,Bachelor's
65857.60599,Bachelor's
75286.46206,Bachelor's
44956.46165,Bachelor's
80844.82643,Bachelor's
63559.52202,Bachelor's
71792.44138,Bachelor's
63310.60178,Bachelor's
67183.11883,Bachelor's
74729.64634,Bachelor's
70422.12044,Bachelor's
75994.41481,Bachelor's
85879.05844,Bachelor's
62264.2197,Bachelor's
80339.53952,Bachelor's
49031.80558,Bachelor's
73130.08018,Bachelor's
71831.81908,Bachelor's
84723.74873,Bachelor's
56798.22556,Bachelor's
33629.3922,Bachelor's
62049.96625,Bachelor's
66282.10214,Bachelor's
92807.845,Bachelor's
81452.63966,Bachelor's
44270.89486,Bachelor's
72867.32556,Bachelor's
53626.81899,Bachelor's
63519.43853,Bachelor's
86527.23928,Bachelor's
70866.37445,Bachelor's
72725.032,Bachelor's
75183.1546,Bachelor's
51282.1772,Bachelor's
55373.30589,Bachelor's
41187.10944,Bachelor's
53937.80102,Bachelor's
73024.87117,Bachelor's
77845.72912,Bachelor's
60343.50373,Bachelor's
34233.5653,Bachelor's
76533.49664,Bachelor's
55759.77949,Bachelor's
52060.4538,Bachelor's
76069.83304,Bachelor's
72876.02673,Bachelor's
61052.66006,Bachelor's
44590.7669,Bachelor's
59211.53699,Bachelor's
64292.44504,Bachelor's
85860.06495,Bachelor's
52157.23925,Bachelor's
42954.4198,Bachelor's
30636.93673,Bachelor's
65221.03064,Bachelor's
87120.63407,Bachelor's
87855.09536,Bachelor's
86323.42043,Bachelor's
54816.79984,Bachelor's
52662.17428,Bachelor's
79374.29263,Bachelor's
75737.50018,Bachelor's
56774.22887,Bachelor's
53042.90643,Bachelor's
66967.94194,Bachelor's
42126.80819,Bachelor's
90930.106,Bachelor's
75880.13339,Bachelor's
74990.26074,Bachelor's
84054.56515,Bachelor's
74455.06264,Bachelor's
85303.35729,Bachelor's
100648.4104,Bachelor's
49134.7052,Bachelor's
75127.03881,Bachelor's
65595.04002,Bachelor's
62134.85339,Bachelor's
49811.28692,Bachelor's
73556.91093,Bachelor's
37078.95934,Bachelor's
62085.38281,Bachelor's
55073.63817,Bachelor's
55080.41055,Bachelor's
65217.36523,Bachelor's
54062.05778,Bachelor's
58937.91917,Bachelor's
48256.58776,Bachelor's
85301.02979,Bachelor's
54103.90903,Bachelor's
73775.46678,Bachelor's
43034.85158,Bachelor's
45996.45767,Bachelor's
83418.40286,Bachelor's
58985.4187,Bachelor's
54550.70864,Bachelor's
74722.69812,Bachelor's
82201.03033,Bachelor's
54620.55398,Bachelor's
64201.99765,Bachelor's
64534.98088,Bachelor's
51227.17156,Bachelor's
74696.65911,Bachelor's
60319.64197,Bachelor's
67151.02811,Bachelor's
78487.03783,Bachelor's
65058.16672,Bachelor's
64688.52834,Bachelor's
55727.45874,Bachelor's
68906.83128,Bachelor's
74433.62304,Bachelor's
93146.79212,Bachelor's
92694.21355,Bachelor's
60916.90918,Bachelor's
60447.68924,Bachelor's
88467.20997,Bachelor's
71438.5377,Bachelor's
56472.62552,Bachelor's
80565.72349,Bachelor's
52836.08844,Bachelor's
68776.45488,Bachelor's
62676.8129,Bachelor's
65718.85151,Bachelor's
41939.59589,Bachelor's
50561.07303,Bachelor's
46210.53952,Bachelor's
31697.12315,Bachelor's
52503.31647,Bachelor's
74932.89908,Bachelor's
63037.26216,Bachelor's
58755.8306,Bachelor's
80199.82894,Bachelor's
47113.88133,Bachelor's
52869.19652,Bachelor's
57697.41933,Bachelor's
88562.92527,Bachelor's
38815.09745,Bachelor's
84100.55733,Bachelor's
63359.66455,Bachelor's
57198.824,Bachelor's
50798.90895,Bachelor's
78369.80878,Bachelor's
86624.0343,Bachelor's
82538.31423,Bachelor's
65423.88525,Bachelor's
57695.64754,Bachelor's
44718.92421,Bachelor's
74891.16077,Bachelor's
68996.08711,Bachelor's
59808.16265,Bachelor's
43761.46475,Bachelor's
85087.06832,Bachelor's
67783.91372,Bachelor's
76047.82379,Bachelor's
70987.11654,Bachelor's
67202.0749,Bachelor's
47204.0008,Bachelor's
63120.49392,Bachelor's
79500.43182,Bachelor's
75521.15752,Bachelor's
51395.34707,Bachelor's
69419.34531,Bachelor's
72986.34538,Bachelor's
42382.04633,Bachelor's
36142.94202,Bachelor's
42982.66628,Bachelor's
57885.40934,Bachelor's
71656.09913,Bachelor's
70020.1288,Bachelor's
64836.13437,Bachelor's
66880.03513,Bachelor's
65219.95874,Bachelor's
37369.05538,Bachelor's
62485.41861,Bachelor's
65631.27049,Bachelor's
93596.4087,Bachelor's
57943.58576,Bachelor's
71354.9202,Bachelor's
43405.18716,Bachelor's
48922.3012,Bachelor's
72035.1423,Bachelor's
80294.17344,Bachelor's
59951.87573,Bachelor's
42964.02097,Bachelor's
69417.26137,Bachelor's
50844.22502,Bachelor's
44931.16009,Bachelor's
78630.81859,Bachelor's
59523.07193,Bachelor's
73153.64419,Bachelor's
67907.93918,Bachelor's
73277.62495,Bachelor's
72882.92989,Bachelor's
78677.50133,Bachelor's
79297.26085,Bachelor's
82520.71208,Bachelor's
80936.52562,Bachelor's
76207.21908,Bachelor's
60537.28155,Bachelor's
68700.95146,Bachelor's
65866.54454,Bachelor's
63850.68657,Bachelor's
78473.58087,Bachelor's
35752.44584,Bachelor's
59101.22113,Bachelor's
80452.80981,Bachelor's
56071.88501,Bachelor's
97155.11036,Bachelor's
74802.39811,Bachelor's
62281.23445,Bachelor's
56913.17889,Bachelor's
70312.06364,Bachelor's
58492.41561,Bachelor's
63059.88763,Bachelor's
62928.39211,Bachelor's
85310.39588,Bachelor's
44430.93642,Bachelor's
63656.53374,Bachelor's
52304.96137,Bachelor's
85186.01457,Bachelor's
58803.16972,Bachelor's
48133.01711,Bachelor's
55932.22864,Bachelor's
81677.83279,Bachelor's
79047.09158,Bachelor's
39321.99917,Bachelor's
88014.23667,Bachelor's
81636.19525,Bachelor's
34548.22052,Bachelor's
75123.32387,Bachelor's
89582.95,Bachelor's
75826.75987,Bachelor's
92769.92442,Bachelor's
62679.24905,Bachelor's
73323.86057,Bachelor's
69314.08494,Bachelor's
66541.83705,Bachelor's
99001.16086,Bachelor's
73426.53744,Bachelor's
58726.63732,Bachelor's
85660.99883,Bachelor's
39641.55945,Bachelor's
78662.23924,Bachelor's
75638.85084,Bachelor's
79615.27182,Bachelor's
64521.94744,Bachelor's
73098.07156,Bachelor's
46883.18389,Bachelor's
50336.19016,Bachelor's
59902.21801,Bachelor's
51550.94669,Bachelor's
42160.49554,Bachelor's
44755.74724,Bachelor's
42033.53612,Bachelor's
38782.16279,Bachelor's
46418.78388,Bachelor's
87318.28855,Bachelor's
55170.38779,Bachelor's
69722.66011,Bachelor's
60732.41975,Bachelor's
39863.14449,Bachelor's
77746.99487,Bachelor's
77657.45558,Bachelor's
52340.94463,Bachelor's
84616.48133,Bachelor's
50844.29515,Bachelor's
74281.61757,Bachelor's
50965.74943,Bachelor's
57759.77166,Bachelor's
55244.30416,Bachelor's
74144.40129,Bachelor's
61809.51957,Bachelor's
66874.56247,Bachelor's
75553.50217,Bachelor's
67258.21479,Bachelor's
51881.82064,Bachelor's
65071.17141,Bachelor's
84351.78119,Bachelor's
46182.20592,Bachelor's
56154.03989,Bachelor's
64521.05433,Bachelor's
66324.53104,Bachelor's
62843.46074,Bachelor's
60842.55173,Bachelor's
67984.64054,Bachelor's
49953.42727,Bachelor's
54443.94,Bachelor's
76512.24044,Bachelor's
67796.06109,Bachelor's
65619.00314,Bachelor's
84870.60813,Bachelor's
51701.03119,Bachelor's
70372.36856,Bachelor's
83638.98109,Bachelor's
60694.51785,Bachelor's
85134.46075,Bachelor's
96318.32619,Bachelor's
80384.32268,Bachelor's
34082.16273,Bachelor's
83953.03005,Bachelor's
46955.51962,Bachelor's
77442.78248,Bachelor's
72341.77883,Bachelor's
53203.77342,Bachelor's
93290.34509,Bachelor's
53465.63296,Bachelor's
96848.92947,Bachelor's
40526.5798,Bachelor's
78464.84143,Bachelor's
67311.96385,Bachelor's
54464.71084,Bachelor's
82487.07402,Bachelor's
55120.97214,Bachelor's
41486.62145,Bachelor's
87940.33036,Bachelor's
61021.08472,Bachelor's
80274.35384,Bachelor's
46111.74244,Bachelor's
88962.70661,Bachelor's
48219.18026,Bachelor's
85624.47608,Bachelor's
84907.67537,Bachelor's
64508.18053,Bachelor's
34225.40788,Bachelor's
58949.64705,Bachelor's
39139.40709,Bachelor's
74470.90736,Bachelor's
53907.80528,Bachelor's
82140.50714,Bachelor's
73688.27297,Bachelor's
78683.98569,Bachelor's
51504.66068,Bachelor's
57884.1653,Bachelor's
70813.38249,Bachelor's
80890.96769,Bachelor's
78066.02885,Bachelor's
81230.65252,Bachelor's
58342.88565,Bachelor's
87332.33378,Bachelor's
77691.82283,Bachelor's
84233.81981,Bachelor's
77768.77891,Bachelor's
61241.64326,Bachelor's
64654.56132,Bachelor's
65416.44844,Bachelor's
69306.76121,Bachelor's
57851.46262,Bachelor's
58844.88249,Bachelor's
84537.59182,Bachelor's
56430.58455,Bachelor's
82631.25289,Bachelor's
59700.23843,Bachelor's
75788.2929,Bachelor's
64461.15904,Bachelor's
57590.99199,Bachelor's
61996.23281,Bachelor's
58093.40321,Bachelor's
49606.74421,Bachelor's
33586.25643,Bachelor's
61090.61522,Bachelor's
53941.5686,Bachelor's
50725.43529,Bachelor's
81071.60502,Bachelor's
57394.17676,Bachelor's
59445.16621,Bachelor's
65444.69623,Bachelor's
94507.82831,Bachelor's
66897.20598,Bachelor's
62980.8161,Bachelor's
85443.86721,Bachelor's
47066.40508,Bachelor's
65972.54879,Bachelor's
53672.86136,Bachelor's
67573.11351,Bachelor's
54397.87398,Bachelor's
85719.79968,Bachelor's
85813.12648,Bachelor's
67552.99143,Bachelor's
78525.99426,Bachelor's
85332.52215,Bachelor's
16430.49245,Bachelor's
53566.81802,Bachelor's
74871.43367,Bachelor's
72501.85107,Bachelor's
81876.83748,Bachelor's
73212.17085,Bachelor's
60300.05994,Bachelor's
49586.76603,Bachelor's
63722.36267,Bachelor's
86917.63937,Bachelor's
52503.85475,Bachelor's
73917.54197,Bachelor's
82065.25834,Bachelor's
80866.4955,Bachelor's
68290.34676,Bachelor's
63698.73747,Bachelor's
58858.57377,Bachelor's
64917.03051,Bachelor's
59788.05509,Bachelor's
56383.00247,Bachelor's
49759.62846,Bachelor's
65693.32019,Bachelor's
68464.19679,Bachelor's
55509.87021,Bachelor's
55283.78736,Bachelor's
68787.36604,Bachelor's
57208.6311,Bachelor's
78798.93472,Bachelor's
89668.83549,Bachelor's
76224.88533,Bachelor's
60933.30321,Bachelor's
60360.67232,Bachelor's
57999.4868,Bachelor's
52071.04427,Bachelor's
41444.39993,Bachelor's
82963.85924,Bachelor's
55196.84456,Bachelor's
56271.59582,Bachelor's
38876.03929,Bachelor's
93988.92082,Bachelor's
65291.1934,Bachelor's
53190.25493,Bachelor's
64961.1943,Bachelor's
75285.85992,Bachelor's
58781.46993,Bachelor's
59746.27436,Bachelor's
87008.2722,Bachelor's
94569.33905,Bachelor's
84644.29441,Bachelor's
76658.37164,Bachelor's
70441.86887,Bachelor's
72187.70746,Bachelor's
82947.49193,Bachelor's
84803.36242,Bachelor's
58398.86507,Bachelor's
67284.4749,Bachelor's
59417.28346,Bachelor's
56910.38053,Bachelor's
51630.47406,Bachelor's
61086.84555,Bachelor's
42975.37019,Bachelor's
30142.71439,Bachelor's
46959.00236,Bachelor's
73693.87514,Bachelor's
51888.106,Bachelor's
57433.12866,Bachelor's
58385.74037,Bachelor's
55093.45243,Bachelor's
59379.35404,Bachelor's
57289.42451,Bachelor's
76569.68915,Bachelor's
62729.25456,Bachelor's
55822.44709,Bachelor's
70535.88087,Bachelor's
73152.69071,Bachelor's
66024.64266,Bachelor's
76450.26865,Bachelor's
50084.83511,Bachelor's
60610.53646,Bachelor's
99359.62917,Bachelor's
86966.82235,Bachelor's
71828.5203,Bachelor's
47815.85042,Bachelor's
54103.86306,Bachelor's
37127.14437,Bachelor's
43540.64887,Bachelor's
64194.3382,Bachelor's
64731.80966,Bachelor's
72945.50501,Bachelor's
115315.5543,Bachelor's
63593.19644,Bachelor's
51593.68497,Bachelor's
43364.89472,Bachelor's
64741.32875,Bachelor's
48155.36569,Bachelor's
68746.28769,Bachelor's
52691.61496,Bachelor's
44583.58322,Bachelor's
69545.86828,Bachelor's
69245.94635,Bachelor's
47471.85009,Bachelor's
85067.85161,Bachelor's
51651.64537,Bachelor's
58596.31088,Bachelor's
72282.84485,Bachelor's
64839.33567,Bachelor's
46075.40405,Bachelor's
59182.49055,Bachelor's
81368.87346,Bachelor's
48294.62236,Bachelor's
77342.555,Bachelor's
49498.69058,Bachelor's
45538.0548,Bachelor's
70939.2622,Bachelor's
79954.04321,Bachelor's
67965.61006,Bachelor's
58659.87738,Bachelor's
54157.72462,Bachelor's
68591.10812,Bachelor's
59998.91041,Bachelor's
52459.40672,Bachelor's
89788.38172,Bachelor's
30960.9621,Bachelor's
71448.78847,Bachelor's
54268.79547,Bachelor's
56899.63857,Bachelor's
66147.07434,Bachelor's
51673.60615,Bachelor's
86849.32544,Bachelor's
64613.31327,Bachelor's
63051.37555,Bachelor's
59496.11066,Bachelor's
59436.9158,Bachelor's
70867.19786,Bachelor's
67402.02991,Bachelor's
82533.15909,Bachelor's
51708.33423,Bachelor's
65956.79612,Bachelor's
49972.19357,Bachelor's
63237.93038,Bachelor's
88832.44842,Bachelor's
86906.67173,Bachelor's
61638.6617,Bachelor's
65129.22965,Bachelor's
45635.10308,Bachelor's
59581.66873,Bachelor's
72996.5695,Bachelor's
95882.72359,Bachelor's
59355.2866,Bachelor's
69645.58574,Bachelor's
76739.31747,Bachelor's
55668.68682,Bachelor's
61152.11329,Bachelor's
76472.42137,Bachelor's
64364.17058,Bachelor's
66497.63251,Bachelor's
71989.79387,Bachelor's
50497.75681,Bachelor's
70026.35588,Bachelor's
43128.94425,Bachelor's
69121.24435,Bachelor's
73841.59128,Bachelor's
56207.49714,Bachelor's
60258.55954,Bachelor's
84284.20906,Bachelor's
61774.52547,Bachelor's
72090.19869,Bachelor's
95017.46029,Bachelor's
59140.59296,Bachelor's
54547.85133,Bachelor's
78202.33881,Bachelor's
96711.07866,Bachelor's
73500.50804,Bachelor's
54861.90623,Bachelor's
74485.56176,Bachelor's
50365.42256,Bachelor's
44868.54206,Bachelor's
54958.73119,Bachelor's
73554.50492,Bachelor's
68985.75578,Bachelor's
69749.10156,Bachelor's
58515.95939,Bachelor's
68837.63456,Bachelor's
65108.76696,Bachelor's
39941.05331,Bachelor's
58453.57695,Bachelor's
67577.35047,Bachelor's
32653.63274,Bachelor's
63299.4353,Bachelor's
72841.36687,Bachelor's
66384.22753,Bachelor's
91838.37134,Bachelor's
59320.52034,Bachelor's
67308.45121,Bachelor's
90227.6565,Bachelor's
63416.5419,Bachelor's
43740.80347,Bachelor's
94164.49818,Bachelor's
62282.60837,Bachelor's
51526.17909,Bachelor's
71792.65582,Bachelor's
44588.02478,Bachelor's
70784.62861,Bachelor's
81707.10978,Bachelor's
61339.17764,Bachelor's
67088.56294,Bachelor's
60708.9877,Bachelor's
77238.57152,Bachelor's
67701.23805,Bachelor's
75754.83202,Bachelor's
66460.10884,Bachelor's
84264.74427,Bachelor's
24349.07415,Bachelor's
44990.11248,Bachelor's
67764.7746,Bachelor's
64647.49417,Bachelor's
52873.79156,Bachelor's
63652.08359,Bachelor's
52803.40479,Bachelor's
59208.23074,Bachelor's
40695.75096,Bachelor's
55033.27349,Bachelor's
67397.33721,Bachelor's
68842.77392,Bachelor's
49248.99744,Bachelor's
77865.16181,Bachelor's
74448.05361,Bachelor's
84225.5027,Bachelor's
77020.35232,Bachelor's
75173.10471,Bachelor's
74173.12229,Bachelor's
51776.38469,Bachelor's
91278.29742,Bachelor's
63003.01869,Bachelor's
42293.61846,Bachelor's
74743.76727,Bachelor's
76704.57165,Bachelor's
65385.48079,Bachelor's
51411.63944,Bachelor's
68999.9487,Bachelor's
94741.36849,Bachelor's
91414.72538,Bachelor's
65274.14677,Bachelor's
59353.81455,Bachelor's
52756.68856,Bachelor's
65989.09282,Bachelor's
28310.88396,Bachelor's
55640.72644,Bachelor's
14829.21924,Bachelor's
27007.85956,Bachelor's
70995.96308,Bachelor's
66872.21,Bachelor's
66686.96432,Bachelor's
44076.4237,Bachelor's
68832.76638,Bachelor's
45765.87165,Bachelor's
82445.43481,Bachelor's
84109.76726,Bachelor's
68453.35545,Bachelor's
32240.23938,Bachelor's
69340.54651,Bachelor's
79035.75839,Bachelor's
67865.55617,Bachelor's
50918.04659,Bachelor's
59988.81052,Bachelor's
67357.44695,Bachelor's
75560.6903,Bachelor's
90897.49149,Bachelor's
86778.56489,Bachelor's
66270.49008,Bachelor's
63533.91345,Bachelor's
